Current (A),CosPhi (Units),Energy Consumption (kWh),Reactive Energy (VARh),Voltage (V)
91.97972,0.87416,11.41236,8178.28118,223.1081
81.05288,0.85155,9.06297,7282.78125,222.27137
62.66779,0.87817,7.10869,5831.45314,222.0959
38.68446,0.89585,4.33806,4176.89062,222.5618
21.91804,0.9543,1.94475,1902.62499,222.97231
38.2538,0.89315,4.22406,4277.09377,222.77641
36.01792,0.90183,3.50173,3536.81249,223.29265
18.37518,0.95391,1.97769,1697.09373,222.48149
26.54593,0.93436,2.65839,2554.81251,222.6265
20.61197,0.94887,2.06998,1935.10938,222.69943
22.13778,0.94329,2.27262,2137.40624,222.67348
24.91423,0.93007,2.64634,2709.87498,222.52625
23.26022,0.93193,2.35366,2449.53125,222.88249
30.16586,0.91095,3.36097,3435.96873,223.19705
27.74842,0.92428,2.51239,2703.81249,222.82815
40.58571,0.86184,4.10484,4476.35936,223.1997
25.73716,0.9368,2.65345,2592.85939,222.97808
30.23266,0.93006,2.73808,2792.75001,223.18697
15.97055,0.954,1.65964,1626.04688,223.17196
29.55023,0.92188,2.31967,2138.90624,222.19198
24.65385,0.93592,2.59397,2505.85937,222.91708
29.50471,0.91438,2.96712,3112.5156,222.09426
26.53235,0.91228,2.9393,3077.45311,223.36822
31.00103,0.92736,2.90952,2775.93748,222.44306
44.15356,0.86171,4.51986,4786.45309,222.86359
25.07421,0.94443,2.98284,2648.95312,222.4157
20.7881,0.95336,2.12477,2037.26563,222.78985
38.31221,0.89884,3.43669,3600.2656,222.48125
23.04364,0.92686,2.38528,2463.76562,222.75243
32.07641,0.90721,3.45078,3450.14064,221.78369
11.96763,0.97592,1.38064,1238.10937,222.65526
17.1506,0.96016,1.99792,1897.23436,222.8597
17.89492,0.94885,1.84219,1800.76562,222.63636
17.20891,0.95781,1.88567,1890.75,222.14595
37.0678,0.898,3.72272,3865.0,222.15304
55.43578,0.84426,5.74669,5885.31248,221.98456
55.50308,0.86506,5.54609,5222.04687,222.44229
38.84873,0.90669,3.39355,3440.79685,222.4309
37.52375,0.8983,3.76547,3848.57811,222.87191
25.24387,0.93947,2.57363,2513.51561,222.30352
33.43498,0.9052,3.32775,3399.74999,223.09586
34.36333,0.91622,3.57862,3493.32812,223.75647
31.51146,0.91224,2.97542,3124.03125,222.04221
28.17547,0.93787,2.94016,2759.17187,222.22172
30.89274,0.93744,3.59656,3023.40625,222.39387
161.96243,0.74397,18.00037,13449.68745,221.2665
212.94041,0.83233,26.43844,15890.54686,219.80765
199.77675,0.87725,25.51073,14623.78131,220.73048
229.22933,0.87023,28.54611,16034.37493,218.30628
199.12867,0.85837,24.80748,14345.21869,218.42336
214.52775,0.83608,26.90944,15759.2656,219.7684
194.16834,0.81768,23.71661,14897.15626,221.55176
192.07483,0.7952,22.45177,14629.25001,219.91534
77.78604,0.91931,9.20475,5885.20314,219.0822
141.0394,0.82794,16.32808,10879.35936,219.06664
157.38558,0.76565,17.77316,12845.01554,219.54745
100.11356,0.82771,11.49377,8918.26559,221.56443
44.7313,0.88476,4.37883,4088.56251,222.34035
55.98818,0.86758,6.01739,5361.48429,221.64072
63.64418,0.83088,7.08917,6664.76565,223.44168
50.55688,0.87111,5.14978,5037.82815,223.22822
29.39138,0.90562,3.27055,3344.96875,222.61667
21.86239,0.92135,2.7513,2593.96876,222.90963
26.05678,0.92555,2.32413,2512.1875,222.77262
29.77532,0.91031,3.10555,3152.06249,223.12179
24.68547,0.93548,2.37483,2471.87499,223.26328
14.67632,0.96278,1.84703,1818.87498,223.14761
20.18253,0.92964,2.10833,2337.68749,221.42781
27.35401,0.92936,2.647,2329.84374,221.33108
143.16879,0.77245,16.03845,11905.60934,220.36632
216.54237,0.84255,26.34909,15706.57812,219.30013
192.76917,0.88591,24.23794,13782.96881,219.55252
218.07038,0.86981,27.56594,15659.48433,219.59655
175.80027,0.87618,21.52,12660.79686,218.69896
210.79083,0.83032,25.59583,15417.79685,219.55645
196.42356,0.80896,24.79753,15329.96867,221.21355
194.4147,0.83992,23.91244,14491.40624,219.99256
207.0978,0.85613,25.50158,14904.67184,219.892
181.48883,0.80543,22.22095,14150.9687,219.96756
144.18195,0.77043,16.6442,12141.07811,220.39917
113.95859,0.81088,12.81241,9713.87497,222.3559
69.24145,0.84229,7.5658,6484.06247,221.89774
42.83309,0.88652,4.51645,4189.98437,222.08137
39.41688,0.90235,4.00873,4088.51561,223.62341
45.44323,0.89584,4.80805,4427.98437,222.69056
42.12837,0.90673,4.11541,3716.17183,222.99568
35.62017,0.93692,3.43683,3027.23437,221.93868
36.46005,0.91519,3.48261,3490.12501,222.11669
49.93812,0.86326,5.74023,5358.92187,222.91797
49.24438,0.88896,5.0898,4703.68749,223.12758
40.90958,0.88519,4.14667,4246.96872,222.7535
50.48972,0.88292,4.52248,4524.43746,223.01262
38.10326,0.89649,3.86914,3813.37501,222.44471
151.84592,0.74532,17.44355,13031.67188,220.81458
200.40143,0.80952,23.95131,15133.81245,218.74739
209.31417,0.82984,25.82941,15660.35937,219.22144
180.54909,0.87054,22.0338,12892.93736,219.77844
227.66596,0.859,28.07787,16129.26562,219.14149
224.67951,0.85473,27.93394,16031.82814,220.56115
220.96077,0.85597,25.07969,15681.914045,220.94204
203.31173,0.82792,24.84402,15331.99995,220.71683
218.5438,0.84991,27.09217,15841.07803,219.98072
164.15102,0.79881,19.45044,12985.5469,220.64516
149.73691,0.82551,18.09714,12291.96869,221.44768
105.39349,0.79485,11.86287,9424.57813,222.03364
72.66812,0.8372,7.27911,6278.89061,221.78426
58.74941,0.86467,7.13513,5955.15626,222.61719
73.01013,0.83848,8.44166,7405.40625,222.72999
43.02454,0.89677,4.88423,4459.60937,222.42005
40.95669,0.86578,4.69206,4880.73439,223.32044
48.32649,0.8751,5.10927,4942.60934,222.52183
39.10051,0.89467,3.63094,3787.51562,222.23706
50.00021,0.88466,5.31323,4792.60936,223.16321
44.68071,0.88591,4.50675,4369.14063,222.65196
44.40742,0.87623,4.41795,4414.39062,222.46207
46.40288,0.87524,4.27555,4383.54684,221.86212
54.80736,0.88129,5.58686,5063.71869,221.07931
197.64161,0.79568,23.34759,15330.4687,220.49154
226.73874,0.85709,27.94378,16167.81249,219.43529
228.79259,0.8652,28.78238,16314.56256,219.9924
217.91067,0.84905,27.18073,15886.82812,220.06601
215.33195,0.84848,27.04473,15752.09376,218.67523
205.84236,0.86455,25.55073,14719.54685,219.03732
193.49934,0.83268,23.81583,14672.54679,221.29012
185.61218,0.78914,22.63623,14861.48442,220.48099
205.10756,0.83511,25.03308,15185.20306,220.28743
191.23973,0.80652,23.11245,14762.85929,221.12716
121.75672,0.81024,14.57972,10649.0781,221.68212
74.19516,0.87156,8.57881,6798.90622,222.30136
49.62877,0.87245,5.07756,5087.35937,223.38081
55.56419,0.85359,5.26122,5209.96875,222.71857
66.11617,0.80023,6.51897,6709.65626,223.2992
56.96211,0.86737,5.73603,5412.875,223.09822
45.82389,0.87473,4.83042,4700.01562,223.54693
59.79162,0.85718,5.45061,5441.79687,221.97463
51.87308,0.87428,5.06308,5122.04684,222.73218
57.64025,0.86056,5.77858,5495.70312,221.85987
67.10157,0.84393,6.56789,6383.64063,222.51566
48.47681,0.88522,5.3143,4982.32809,222.2504
57.68939,0.8574,5.72083,5501.5781,222.53253
58.67271,0.85653,6.15411,5730.07812,221.07965
85.93826,0.85355,9.42977,7421.93744,220.63533
211.95173,0.8399,26.16267,15652.71869,218.76092
209.08448,0.83144,25.12095,15281.26565,219.03866
206.341,0.8287,24.83939,15327.8125,220.13331
198.24759,0.81612,24.65208,15285.23438,220.01439
193.15998,0.81089,23.67231,15001.76559,220.25487
170.96072,0.77078,20.72267,14198.82815,221.38246
186.18921,0.79787,21.65684,14539.96875,221.15042
182.54381,0.78542,22.11761,14579.03117,219.99445
144.29184,0.84917,16.82917,11252.59365,220.53103
164.14217,0.76982,19.07841,13779.40628,221.87782
114.86607,0.82119,12.6113,9425.49998,222.10473
67.76337,0.84579,7.13338,6420.51561,222.65048
43.37646,0.88668,4.6112,4504.42186,223.34824
43.39503,0.88869,4.37055,4280.98438,223.69221
38.65577,0.90176,3.71284,3672.87497,223.3552
50.13034,0.88305,4.32644,4278.46875,222.57946
43.88146,0.87801,4.36014,4457.59373,223.32601
36.16522,0.91322,3.19177,3328.15622,222.94875
31.24756,0.9195,3.43967,3429.39062,222.44028
36.01756,0.89336,4.08113,4106.125,223.10301
35.9729,0.90987,3.94531,3724.54684,223.15262
34.13242,0.90017,3.8465,3851.34372,222.85856
44.55073,0.88036,4.60631,4410.45311,222.6829
164.56295,0.75183,19.31522,14109.8437,221.16491
173.83923,0.78482,20.20592,14067.93747,221.87083
170.62493,0.77862,20.81697,14335.56244,222.59265
103.36522,0.84786,11.7677,8672.2188,223.03259
65.03375,0.87506,7.74372,6150.15622,223.38946
86.85221,0.85556,9.71511,7553.34374,222.50414
47.49907,0.87691,5.12058,4880.25003,223.49775
44.12102,0.88271,4.50159,4551.01561,222.69154
48.10005,0.88657,4.69475,4571.09376,221.93617
43.19809,0.89277,4.50698,4317.92186,221.74176
33.84336,0.91421,3.72189,3472.70311,221.764
42.5028,0.89165,4.512,4269.67186,223.04905
47.58213,0.87008,5.25531,5309.67186,223.22766
48.00927,0.87937,4.65347,4457.25,223.1421
37.49634,0.90755,3.81689,3759.46872,223.48172
32.29849,0.93313,3.4857,3239.04689,223.2165
42.48908,0.8735,4.33917,4549.84373,224.11819
40.97991,0.89501,4.11033,4184.875,223.68682
30.01557,0.92225,2.62839,2581.06248,224.25284
32.57378,0.93817,3.16447,3078.26564,223.62049
37.11515,0.87707,3.67112,4048.45313,224.04223
45.51275,0.89182,4.13544,4087.37498,224.46284
45.3301,0.89236,3.94802,3845.23434,224.18869
34.65243,0.89217,3.97239,4156.14063,224.4926
44.05322,0.87513,4.27619,4506.60933,224.41205
43.91269,0.88909,4.23888,4181.0937,222.44708
31.16074,0.92074,3.38927,3149.81254,222.79769
45.94393,0.88062,4.70178,4562.37498,223.20744
49.75202,0.86984,4.55439,4502.35935,223.54663
37.92973,0.91168,3.70833,3469.43748,223.20671
39.30473,0.89302,4.18264,4134.43749,223.13955
35.59528,0.8906,3.71325,4054.01562,223.9703
36.47655,0.91207,3.937,3566.42188,224.44567
42.08712,0.89315,4.27202,3762.26559,222.21301
40.16336,0.89427,4.22948,3948.12498,222.24997
75.79105,0.80301,6.94328,7132.23436,223.42239
58.49748,0.86386,5.90819,5540.37497,222.90058
52.3159,0.85499,5.2052,5302.73435,223.48574
61.85914,0.84836,6.15552,5961.64063,223.62753
47.03677,0.8893,5.02542,4742.39059,223.13142
50.47872,0.85559,5.30572,5166.82812,222.46786
46.70048,0.88735,4.98211,4602.8281,223.40933
38.0928,0.9079,4.04611,3720.70312,223.31652
47.59666,0.89993,4.79381,4463.26561,223.59733
44.4306,0.8816,4.38033,4430.49999,224.22433
42.57584,0.88517,4.3698,4278.6875,224.28787
48.3865,0.86108,4.96897,5117.12499,223.53559
58.33949,0.86227,5.86831,5541.95307,222.30475
152.552,0.76883,16.54295,12756.09377,220.633
202.12173,0.83144,24.32566,14853.71867,218.71164
234.79216,0.87077,29.53356,16592.48437,219.64736
21.42373,0.98824,3.1763,1832.49998,219.28216
0.0,1.0,0.04125,0.0,218.83034
0.0,1.0,0.04091,0.0,219.49967
0.04048,0.99451,0.03541,0.0,220.56134
0.0,1.0,0.04125,0.0,220.3196
0.0,1.0,0.04125,0.0,220.44768
0.0,1.0,0.04125,0.0,219.71066
0.01279,0.99728,0.03987,0.0,221.25531
0.0,1.0,0.04125,0.0,221.62258
0.0,1.0,0.04056,0.0,221.37712
0.0,1.0,0.04125,0.0,222.09177
0.04417,0.99464,0.04125,0.0,222.48747
0.0,1.0,0.04125,0.0,222.4256
0.0,1.0,0.04125,0.0,222.652
0.0,1.0,0.04125,0.0,222.90983
