Current (A),CosPhi (Units),Energy Consumption (kWh),Reactive Energy (VARh),Voltage (V)
204.67234,0.82025,26.0541,23540.08516,220.60404
209.49445,0.82498,25.77477,23887.47993,221.26737
208.29453,0.85399,25.8224,23232.89347,220.09691
195.34857,0.79722,23.48195,23159.73435,220.97492
196.70196,0.8086,23.71237,22872.94609,220.11377
182.14932,0.85008,22.73582,20785.20827,220.13324
177.35123,0.8585,21.51972,20124.86676,220.65587
193.63287,0.80265,23.90098,22877.78495,221.93208
148.0531,0.76801,16.17122,18997.2393,221.18448
95.52343,0.79372,9.3343,13687.87658,222.14597
98.38747,0.79574,10.3157,13546.01318,221.38124
102.26736,0.77976,10.82817,14397.64927,222.6411
90.43857,0.78704,9.9495,13024.53401,222.72623
103.49866,0.76037,10.92829,15139.64268,222.19946
107.65406,0.77901,11.06678,15134.58986,221.67426
106.98833,0.76243,11.30452,15240.84753,221.72435
105.65905,0.75494,11.76721,15396.24561,222.52184
107.72233,0.76222,11.63088,15345.34963,223.02892
102.48259,0.76778,11.15734,14824.70996,223.95755
112.07766,0.75241,11.86501,16107.61471,222.55126
111.83662,0.7603,11.85753,15868.14537,223.88334
138.03532,0.76375,15.97934,18318.25554,222.90016
138.64066,0.75352,15.79788,18993.80498,222.52753
145.58438,0.76854,16.82509,19178.55433,222.3615
159.51904,0.75309,17.6683,20759.88928,222.03002
155.60787,0.74968,17.42742,19956.93262,221.30812
155.15167,0.75032,17.80641,20465.09101,223.25389
157.26636,0.75422,17.53239,20452.71963,222.08593
159.53447,0.74765,17.67176,20610.54248,221.92674
160.26836,0.77447,17.9083,20418.39209,222.23029
160.07362,0.7524,17.38298,21098.0178,222.5417
160.05089,0.7594,17.61691,20892.66745,222.64403
144.67822,0.75363,16.16507,19385.72071,222.25314
124.30196,0.74109,12.98558,17489.486,221.4998
120.13011,0.73685,12.80067,17333.65461,221.67108
117.14738,0.74796,12.65711,16550.79414,221.28021
120.98945,0.73866,12.7963,16968.4733,221.3897
122.84512,0.72321,13.07994,17614.26524,223.31375
124.23315,0.73714,12.79509,17459.95361,223.03586
127.52043,0.70949,12.93647,18487.51719,222.9334
120.8065,0.71495,13.12666,17524.60903,223.38582
123.83755,0.72558,13.17635,17896.80727,223.51508
122.34858,0.72744,12.65142,17620.5964,223.56574
132.8724,0.71268,13.78428,18696.54893,222.38105
123.48443,0.72322,13.87112,17490.72045,221.48608
173.84767,0.77541,20.34155,21435.97089,220.33736
151.94428,0.88855,18.33611,16939.74185,218.29057
144.86499,0.90228,17.67947,16148.1032,218.33389
180.39418,0.86073,22.26155,20416.8012,219.2246
152.79132,0.87431,18.61148,17305.15344,219.58571
174.84721,0.87785,21.2787,19616.12671,219.9549
180.65523,0.82452,21.32869,21302.02954,220.68365
179.28808,0.82196,21.88755,20785.16445,219.9613
170.31833,0.83539,20.34212,19641.88472,219.7589
185.05654,0.84387,21.60479,20987.36564,219.57191
182.2009,0.79049,21.93548,21727.20852,220.81858
157.69941,0.7644,18.04195,19872.30721,220.72763
134.37639,0.71256,14.85466,19020.96735,222.30089
139.76546,0.72362,14.95693,19144.53964,221.72668
139.99998,0.74571,15.09202,18785.13547,221.45339
136.80238,0.73082,14.81056,19054.58713,223.2082
134.09608,0.73867,14.99815,18543.16986,223.47497
144.81437,0.73695,14.9506,19313.88925,221.59673
128.9164,0.73101,14.38172,18055.40377,222.64704
139.01032,0.71187,14.61697,19362.27801,223.60724
141.65976,0.71723,15.12555,19702.21152,223.37988
138.8555,0.74606,14.70923,18928.61732,223.31549
131.5179,0.73162,14.33434,18352.14401,223.19513
141.28178,0.72603,14.75916,19284.41712,222.37652
172.29792,0.7852,19.81792,20948.16096,219.74385
177.04749,0.84283,20.90053,20053.56752,218.32604
185.46248,0.84231,22.77416,21244.05639,218.72905
213.79569,0.84524,26.28261,23532.355,218.19868
204.11333,0.84278,24.83297,22655.62473,218.13108
188.69497,0.83219,23.70675,21473.64502,218.66035
192.85686,0.82471,23.65737,22135.84635,219.97078
193.57499,0.79681,23.43202,23037.5116,220.41778
192.13708,0.82817,23.19545,22427.80809,221.00937
184.59518,0.80313,22.35161,21911.64527,221.63749
183.49451,0.77304,21.88352,22299.3092,222.04716
160.27623,0.74427,18.31766,21058.11095,222.3214
105.9118,0.78592,11.53372,14638.47919,222.51274
91.50523,0.78837,10.03928,13758.39144,222.02252
115.8983,0.76009,12.10239,16418.78942,222.36939
104.80991,0.78189,11.49409,14590.62813,222.34634
119.85774,0.73933,12.74598,17112.53678,222.47592
124.279,0.72456,13.49775,17709.67673,222.71666
121.36307,0.73584,12.46116,17227.74799,223.31011
124.66009,0.73532,13.03303,17306.00384,221.98254
130.52674,0.71502,13.63222,18416.5362,222.68855
123.73064,0.74036,12.93494,17493.35932,222.90505
116.97531,0.75374,12.84009,16486.48968,222.44094
131.27768,0.72228,13.73669,18733.89922,222.84847
180.46463,0.78403,21.21878,22208.16077,221.34198
193.9528,0.79832,23.14306,23177.21357,222.36996
188.50698,0.79194,23.28852,23015.87934,222.74242
180.95467,0.78125,20.80445,22286.21363,222.98816
147.99276,0.7395,16.63255,19833.65662,222.86443
143.32816,0.74678,14.86128,19261.37482,222.4954
112.17847,0.72668,12.28209,16270.91851,221.69442
117.94188,0.73007,12.46953,16867.09833,221.5622
116.66345,0.73901,12.04719,16372.95178,221.41956
121.36368,0.7243,12.32859,17401.45914,222.92535
115.57392,0.75975,12.17769,16232.15267,221.89027
102.23183,0.77263,11.16055,14502.83725,222.06794
104.44551,0.76825,10.97289,14881.45969,221.72742
103.81232,0.75401,10.83536,15293.52103,222.54072
106.83839,0.75652,11.06528,15622.92105,222.82787
95.77188,0.77272,10.13484,13947.19511,223.20766
104.38186,0.76835,10.30962,14897.30405,221.98361
97.53555,0.77109,10.83339,14625.82244,223.27588
98.718,0.77571,10.37172,14200.96722,222.483
96.40073,0.78357,10.08413,14224.26732,222.34621
98.46887,0.78099,10.22888,14078.82682,222.77874
97.52873,0.78076,10.18237,13958.32677,222.88121
97.63141,0.77696,10.55808,14051.13227,222.92681
94.53763,0.77835,10.02936,13765.26021,222.82614
104.71453,0.76351,10.2743,15264.806,222.92785
93.55341,0.79099,10.18319,13385.60076,222.21806
88.7514,0.80836,9.47447,12468.37635,221.42435
94.13639,0.78395,9.74913,13573.36208,223.0962
92.50554,0.79121,9.76402,13166.17801,222.32245
93.27687,0.78936,10.27127,13419.76898,222.28512
97.12323,0.79482,9.79725,13696.74232,222.12653
99.19785,0.78357,10.17575,14421.67904,221.76746
107.27331,0.74437,11.11808,15688.38295,221.45928
99.3243,0.76397,10.08192,14314.71916,221.89541
102.20088,0.77566,10.36237,14935.38408,222.47233
95.01637,0.7818,10.17533,13966.13371,221.30604
99.11464,0.76976,10.79108,14476.72817,222.30684
99.92575,0.76828,10.41463,14676.15871,222.61821
107.96328,0.78745,11.54405,14859.53121,222.38139
109.07345,0.76018,11.90023,15467.90151,223.21722
105.30761,0.7687,11.20997,15009.42653,222.59693
104.37054,0.78096,11.06795,14900.67815,224.12557
97.07462,0.78659,10.46025,14050.02951,222.73251
96.83158,0.76941,10.32453,14390.97251,223.29559
97.67944,0.78749,9.75373,13521.20427,222.0105
92.81582,0.80641,9.5262,12984.40757,222.35212
93.7226,0.77982,9.80545,13855.38823,222.04323
104.15158,0.78369,11.48977,14521.89823,222.01582
170.06019,0.76294,20.15005,21369.69451,220.19543
157.15495,0.89282,19.08584,17164.0965,218.26234
60.69657,0.91033,7.38386,7555.84116,218.45261
120.08157,0.88692,14.21161,13889.3207,219.39384
132.69007,0.90882,15.94997,14494.93149,219.14018
187.24495,0.87361,23.53405,20691.47575,219.23826
192.59606,0.86966,23.71161,21399.42694,220.50209
209.8757,0.83048,25.8667,23659.01048,219.37905
163.35218,0.88877,19.88034,18016.62691,218.01641
157.53383,0.86946,19.92327,17928.633,220.71403
184.72354,0.79791,21.98211,22043.03556,221.29862
157.42938,0.75214,17.20253,20396.70802,221.10903
137.1325,0.73344,15.0448,18677.12755,221.77679
123.56874,0.75925,13.36195,17083.54741,223.153
114.34655,0.75352,12.80244,16286.36423,223.72861
127.70972,0.71736,13.49878,18520.7804,222.52995
127.76579,0.71354,13.36519,18337.50134,222.96307
106.005,0.73323,11.301,15688.99742,223.0111
109.98449,0.71499,11.49023,16544.83055,222.776
105.36467,0.74638,11.16211,15329.2623,221.66853
107.62937,0.72453,11.81064,15819.23544,222.13196
111.32978,0.71738,11.86867,16631.27661,221.79699
107.54052,0.76868,10.69078,15131.91027,221.46593
117.88466,0.74353,11.81702,16686.57391,221.78545
169.68496,0.74758,18.93073,21526.8159,220.05786
211.78114,0.83576,25.87117,23747.10696,218.87351
45.46253,0.95286,5.69059,5431.30563,219.72236
57.69941,0.9566,7.33973,6403.90808,218.87733
78.84629,0.94415,8.1828,8741.35458,218.19183
210.51809,0.83869,28.16189,23614.05794,219.59519
209.8484,0.81766,26.01158,24212.99406,220.71515
190.58263,0.84461,23.71905,21504.63684,219.65008
227.32797,0.85815,28.63802,24976.37981,220.69384
142.666,0.85011,17.08002,17016.81266,220.24173
191.60187,0.78906,22.59011,23116.70008,220.698
160.68888,0.77559,18.93664,20127.43437,221.19798
130.32581,0.73327,14.72189,18138.39422,221.90247
143.29633,0.73716,15.24038,19364.43956,222.46033
147.20993,0.74983,15.55773,19724.66131,221.29021
137.92239,0.74742,14.29692,18738.74921,222.62111
139.16364,0.74483,14.85831,18863.54489,222.29284
141.87338,0.72458,14.86283,19426.98273,221.88271
137.72323,0.72902,14.62812,18898.55811,222.0003
133.41808,0.73058,14.20097,18482.65106,222.35428
131.53834,0.76769,13.68644,17657.76577,221.66595
133.40989,0.72254,14.71369,18701.717,222.69825
126.31593,0.71512,13.77891,18338.85091,223.22243
124.74977,0.73616,14.15963,17488.13647,221.75308
173.04153,0.75406,19.96473,21884.34569,220.27601
202.38489,0.86965,24.69636,22122.7945,218.72913
150.98913,0.87848,19.31411,17133.47775,219.45531
125.27939,0.54317,20.790795,14099.97632,141.33793
179.81258,0.87686,22.26748,19704.01643,218.13851
175.23006,0.86571,21.94016,19275.4799,217.82953
215.49517,0.83908,26.52612,24055.04104,219.6544
195.21945,0.80785,24.09716,22763.56663,220.01132
212.70465,0.87009,26.7617,23081.1273,219.30243
169.93456,0.85852,21.47488,19372.04893,220.27655
184.42673,0.81576,22.635,21706.96416,221.36257
97.23045,0.82429,10.83592,13044.99776,219.52102
34.47794,0.90722,3.91105,5150.08592,222.22243
14.60929,0.95291,1.67772,2256.99954,222.23927
33.51506,0.91474,3.07605,5015.79897,223.0845
40.21492,0.89957,4.00973,6067.35955,222.44176
30.02169,0.92237,3.02477,4533.79345,222.50846
30.42885,0.91883,3.22411,4629.17741,223.0566
38.14964,0.91366,3.30402,5979.2339,221.83139
28.37031,0.92319,2.28003,4594.14618,222.0175
27.64915,0.93672,2.78523,3942.24401,221.65855
18.7414,0.94926,2.0968,2863.83371,222.06911
27.70035,0.9283,2.40181,4295.25125,221.21572
23.255,0.9477,2.45625,3305.75665,222.39018
166.44466,0.7693,18.46866,20907.34873,220.31396
120.63308,0.92069,14.93039,13218.5608,218.03962
162.54035,0.90112,20.05969,17776.77359,219.05818
168.30112,0.88898,21.1023,18421.90719,218.79319
236.03505,0.87415,29.42839,24947.85688,217.54401
153.63842,0.89758,19.323,16907.28515,219.50311
196.88727,0.87533,24.51616,21476.94215,220.13567
141.47336,0.91778,17.87472,15267.17058,219.31387
163.50957,0.88519,19.92802,18236.20311,219.98167
191.62385,0.8121,23.38803,22508.22005,221.51052
140.52183,0.79382,16.91867,17715.71158,221.68705
130.06955,0.79838,14.7687,16634.92025,220.61898
63.39708,0.86418,6.44187,9014.36483,222.51127
51.98858,0.87699,4.99434,7655.28343,222.27156
32.65272,0.92538,3.67316,4785.08565,222.2979
40.70616,0.88461,4.07195,6421.54642,222.73799
28.96029,0.9213,3.45128,4483.32545,222.66912
16.85085,0.95303,2.14573,2639.78072,222.84989
8.28159,0.98138,1.09842,1197.22054,223.25053
29.51836,0.92298,2.83664,4631.49808,222.05968
27.97525,0.92178,2.69428,4221.25823,221.92049
22.83325,0.94643,2.14034,3310.51321,221.50286
42.4577,0.88554,4.15341,6608.67961,220.64115
36.39418,0.90408,4.09822,5466.79624,221.27445
111.80894,0.82473,12.62708,14859.0539,220.84165
110.61216,0.91675,13.65331,12560.77582,220.08662
0.0,1.0,0.03375,0.0,220.28031
0.0,1.0,0.03375,0.0,219.68719
0.0,1.0,0.03375,0.0,219.5479
0.02305,0.99728,0.03375,0.0,219.75129
0.0,1.0,0.03375,0.0,220.48405
0.0,1.0,0.03375,0.0,220.01936
0.0,1.0,0.03375,0.0,219.50176
0.0,1.0,0.03375,0.0,220.42694
0.0,1.0,0.03375,0.0,221.62442
66.03261,0.87304,6.81297,9065.66116,221.39565
43.92606,0.89149,4.52269,6443.23356,222.20782
35.76841,0.90771,3.82928,5389.66497,222.71077
32.08612,0.92503,2.74495,4932.48479,223.24834
37.92883,0.90929,3.73458,5767.52499,222.72765
28.19989,0.936,2.93517,4024.47191,222.62254
44.30848,0.88754,4.20195,6670.11191,223.31646
35.26646,0.90827,3.3967,5468.55728,222.33116
15.63639,0.95803,1.80536,2392.33437,223.19949
23.39598,0.95712,2.00191,3433.62467,222.23084
34.85519,0.90571,3.86478,5264.10664,222.7785
26.06046,0.93287,2.42145,4072.03771,222.34949
39.46791,0.90622,4.00255,5605.89455,221.79854
173.76941,0.77101,20.3462,21856.76079,222.13344
189.62753,0.78975,22.21534,23182.09631,221.77868
182.82555,0.80251,22.40236,21994.4768,222.78124
122.55174,0.84987,15.0987,15242.49896,222.60494
92.74808,0.84588,10.65509,12253.26609,221.51941
104.08215,0.8238,11.81831,13767.64672,222.30137
45.14064,0.89605,4.66705,6518.79016,222.6325
30.93408,0.91157,3.44484,4751.13675,222.98958
96.66412,0.77657,9.28995,14311.27373,221.82578
77.98684,0.8215,8.16978,11405.2069,222.87905
91.05964,0.78651,9.47655,13517.11709,223.55226
105.08944,0.77624,11.43945,14837.21867,222.5781
101.00709,0.79289,11.02522,14097.9683,221.81482
104.17598,0.7923,10.97439,14834.84302,222.66183
105.64306,0.78697,11.53845,14819.43226,223.01643
113.8431,0.77648,11.62766,16004.53361,223.34361
100.43024,0.80204,10.93327,13957.20216,223.22564
99.29122,0.78294,10.64786,14080.41781,222.91105
85.3053,0.83008,8.8732,11718.76251,222.26504
98.21935,0.7956,10.09172,13860.62761,223.56572
96.50345,0.80861,10.46406,13512.61288,222.80663
98.25895,0.79073,9.80669,14072.97847,221.84535
93.13411,0.78838,10.13634,13231.25603,221.75196
92.87174,0.78935,9.34136,13651.59055,221.92221
94.47292,0.78134,9.76242,13862.19664,223.30261
99.34894,0.77665,10.18061,14257.42071,222.29426
88.53171,0.79032,9.10498,12726.13696,223.02348
114.02953,0.76275,11.72305,16117.6217,222.06626
94.61071,0.78813,9.80775,13560.15128,222.94413
91.19677,0.7699,9.90797,13593.54604,222.55575
100.10719,0.77459,11.44545,14400.30468,222.45165
116.18807,0.76742,12.33466,16007.4852,222.65725
111.2763,0.77491,12.18361,15663.72776,222.93938
108.40503,0.7848,11.12044,15555.80779,223.99376
123.49024,0.757,13.40805,17105.50886,223.17045
120.59645,0.7511,13.50736,17202.07245,222.2809
132.37218,0.73057,14.20664,18571.28142,222.45939
156.92378,0.76202,17.99909,20168.52097,222.46292
143.53277,0.77063,15.84647,18681.52209,222.59051
155.9933,0.76264,17.06395,20574.19076,223.70477
128.23615,0.75756,14.11489,17715.76645,222.82738
120.03342,0.75532,13.12769,16855.53342,222.47261
110.15052,0.77175,11.2187,15672.27527,222.75179
106.97801,0.79943,11.95398,14577.58737,222.65826
114.01312,0.75745,13.13155,16344.32456,222.47361
117.4048,0.77516,12.09666,16370.79028,222.34806
102.58418,0.79509,10.93016,14312.49166,221.49735
102.38095,0.77416,11.30467,14676.07103,222.87412
181.92415,0.78286,20.67105,22226.59442,221.19873
194.70182,0.87846,24.04509,21413.56506,219.85295
187.24867,0.75975,23.85617,20405.26899,192.82419
192.53474,0.87327,23.66725,21030.43265,218.84158
211.41698,0.83013,25.72239,23571.33475,218.44679
52.39165,0.94545,6.30675,6049.39209,218.88274
0.0,1.0,0.04688,0.0,220.13865
0.0,1.0,0.04688,0.0,219.17353
0.0,1.0,0.04688,0.0,218.87945
0.0,1.0,0.04648,0.0,220.9117
0.0,1.0,0.04688,0.0,220.59376
0.0,1.0,0.04727,0.0,221.29868
0.0,1.0,0.04648,0.0,220.94134
0.0,1.0,0.04688,0.0,222.28535
0.0,1.0,0.04688,0.0,222.5842
0.0,1.0,0.04688,0.0,221.7505
0.01367,0.99724,0.04688,0.0,221.34103
0.0,1.0,0.04688,0.0,222.43816
0.0,1.0,0.04688,0.0,223.15877
0.0,1.0,0.04688,0.0,222.16505
0.01432,0.99733,0.04688,0.0,221.69255
0.0,1.0,0.04688,0.0,223.04082
0.0,1.0,0.04688,0.0,222.79672
5.12911,0.99493,0.42302,610.11495,222.39603
0.0,1.0,0.04125,0.0,220.02824
0.0,1.0,0.04125,0.0,219.10025
7.25374,0.99453,0.85569,822.0927,219.2025
0.0,1.0,0.01125,0.0,219.48394
0.02386,0.99719,0.01125,0.0,219.65212
0.0,1.0,0.01125,0.0,218.74075
0.0,1.0,0.01125,0.0,220.56048
0.0,0.99732,0.01116,0.0,220.02519
0.0,1.0,0.01125,0.0,219.76397
0.0,1.0,0.01125,0.0,219.73334
0.01286,0.99745,0.01134,0.0,220.31424
0.0,1.0,0.01125,0.0,221.33466
0.01342,0.99723,0.01125,0.0,222.04024
0.0,1.0,0.01116,0.0,221.53913
0.0,1.0,0.01125,0.0,221.82534
0.0,1.0,0.01125,0.0,223.09237
0.0,1.0,0.01125,0.0,222.80446
0.0,1.0,0.01125,0.0,222.47328
0.0,1.0,0.01125,0.0,222.85358
0.0,1.0,0.01125,0.0,223.21308
0.0,1.0,0.01125,0.0,223.0447
0.0,1.0,0.01134,0.0,222.91543
0.0,1.0,0.01116,0.0,222.25599
0.02244,0.99739,0.01125,0.0,221.36829
0.0,1.0,0.01125,0.0,220.51254
0.02251,0.99736,0.01125,0.0,219.45821
0.0,1.0,0.01125,0.0,220.43395
0.0,1.0,0.01125,0.0,220.04965
15.401,0.97348,1.47964,2225.67853,219.61915
63.75717,0.94406,8.18273,7428.30076,220.22572
47.2477,0.95891,5.63655,5517.29161,221.28939
4.66839,0.98993,0.58233,644.55215,220.3861
6.79006,0.98973,0.78966,887.35162,219.6417
23.96417,0.97688,2.60448,2837.30218,220.57195
13.87103,0.98136,1.59164,1783.61842,221.95623
20.36851,0.97016,2.44427,2683.59937,221.85755
9.78526,0.97766,1.37448,1386.60591,222.98493
22.18873,0.95169,2.22083,3204.04156,223.83322
23.72182,0.95945,2.41881,3173.60933,222.1572
9.94841,0.97647,1.33098,1430.13383,222.42735
10.02146,0.96963,1.45327,1518.90134,223.35039
15.8683,0.96787,1.58884,2185.77154,223.19615
8.39797,0.98241,0.87212,1216.47728,222.89342
16.44901,0.95626,1.94036,2544.38032,223.94615
10.40538,0.98322,1.46794,1347.28044,222.21559
19.13822,0.95028,2.31633,2863.6801,222.88553
10.87726,0.97004,1.16894,1659.38502,223.04901
26.59121,0.9617,2.59509,3378.69636,221.06679
106.42993,0.83168,12.10064,13878.95723,220.30615
117.5736,0.88843,13.92522,13887.38407,219.30337
26.93329,0.97055,2.9725,3382.67939,218.13997
5.25918,0.98379,0.58817,782.71784,219.06291
120.54393,0.89469,14.07695,13869.50438,218.54849
23.82806,0.97303,2.70409,2893.18513,219.16985
23.87319,0.96666,2.85712,2989.52369,221.36817
26.18646,0.9669,2.98159,3202.86751,220.28486
94.51975,0.91462,11.17237,11063.98406,220.16027
35.14191,0.96542,4.05953,4170.04954,221.21243
4.62147,0.99015,0.59613,545.95871,221.52894
21.57314,0.96697,2.25941,2982.13919,221.46762
39.8105,0.92298,4.14944,5432.44676,223.5807
37.84445,0.91144,3.78706,5560.1173,221.41982
17.92369,0.9737,1.7197,2574.97711,222.18012
24.18651,0.95465,2.61614,3274.68255,222.23903
14.33513,0.97826,1.65544,1863.09223,222.19127
13.93455,0.97974,1.14714,1996.46298,223.2529
14.3847,0.97242,1.58256,2017.96906,221.31481
29.54859,0.94132,3.05152,4086.68598,221.55923
15.60282,0.97369,1.26395,2428.13216,221.84306
15.77089,0.9711,1.4285,2397.02511,221.48802
25.28289,0.95267,2.70005,3306.03646,221.76435
30.65933,0.96059,3.19206,3876.59007,222.27726
33.12677,0.96709,3.59884,3958.48877,220.50738
110.93124,0.92704,13.26189,12208.94801,218.69258
13.11066,0.97948,1.53728,1641.2886,219.11051
54.87616,0.94792,6.76869,6381.00304,218.93818
75.32844,0.91937,9.34723,8945.1064,219.17741
23.27302,0.97714,2.79164,2735.43351,219.2423
13.16673,0.9773,1.57073,1765.06943,220.77604
15.49587,0.98192,2.03327,1903.59175,220.58523
59.99895,0.93485,6.53484,7493.10981,218.99264
21.83672,0.96556,2.51706,2782.73597,220.22961
18.23064,0.97254,1.93527,2475.85156,221.85122
19.07939,0.97666,2.37295,2488.94174,222.27947
18.42868,0.95422,2.2463,2739.04344,222.88753
9.69372,0.98877,1.0985,1270.26997,223.54183
21.76546,0.95444,2.21553,3033.51243,223.50618
29.0389,0.93617,3.0608,4210.81242,222.72662
29.41664,0.92878,3.44056,4215.22881,223.01666
20.31098,0.96794,2.05589,2724.9712,223.33552
22.99111,0.95994,2.2815,3033.46307,222.79244
20.71164,0.96011,2.32953,2889.55322,223.25314
19.6475,0.97088,2.08133,2606.28716,223.6297
13.78859,0.96111,1.72155,2175.78106,223.65864
13.70808,0.98316,1.32962,1746.26802,223.44147
17.52266,0.97105,1.94339,2275.23584,223.15318
55.91537,0.88386,5.85612,7897.58365,223.64509
30.91108,0.95455,3.73931,3947.27487,222.88813
24.31562,0.96725,2.788,3089.59288,222.59444
28.78274,0.96145,3.40231,3635.27183,222.59265
26.43759,0.96257,3.09147,3372.27194,221.57204
27.16552,0.95771,3.06642,3457.57767,223.50126
20.49464,0.95866,2.45528,2838.22938,222.18041
21.09014,0.96003,2.18948,2867.46011,222.18598
19.33069,0.95635,1.94928,2795.21716,223.54765
9.34471,0.98676,1.01983,1217.87079,223.13024
25.02862,0.94141,2.00361,3708.05786,222.25829
12.42087,0.97913,0.90859,1693.77012,222.14701
6.15655,0.98851,0.87614,878.89187,222.82067
20.34746,0.95535,2.08792,2874.52638,223.06303
21.11525,0.95366,2.26814,3043.66202,223.41911
10.72174,0.98038,1.14939,1427.53331,223.02098
25.84425,0.93257,2.7705,3786.44544,222.72948
20.51673,0.95933,2.33589,2895.02853,223.23777
11.71434,0.97397,1.48198,1691.25738,223.48915
13.17879,0.96743,1.43072,1845.14673,222.44376
20.02895,0.95544,2.4103,2796.31892,223.54041
22.80499,0.9596,1.95497,3066.99381,222.25694
12.56542,0.96626,1.1592,1764.70183,222.39368
19.01788,0.96068,2.05548,2682.39789,223.1726
12.53266,0.98463,1.33503,1564.62925,221.70546
23.28942,0.95131,2.71345,3314.13413,223.29512
9.65014,0.98522,1.29809,1298.88625,223.60893
20.23872,0.95231,2.293,2982.41897,222.52268
23.86982,0.95212,2.56144,3372.51885,222.31251
24.21604,0.9621,2.55175,3159.79498,222.76033
21.0487,0.95369,2.21088,2918.74209,222.59022
11.60495,0.98213,1.19069,1447.13571,223.19566
20.16904,0.9627,2.05614,2770.79236,223.88793
8.60356,0.97593,0.87311,1507.82457,222.49371
15.46565,0.95224,1.77503,2449.75893,222.64084
12.56912,0.97931,1.41737,1668.35227,223.10593
19.24189,0.96157,2.27463,2772.13652,223.55305
12.14198,0.979,1.40947,1635.20436,222.93509
23.81374,0.95936,2.78517,3166.69664,223.07649
6.76273,0.98349,0.8705,1025.55027,222.88887
20.19913,0.95914,2.33348,2883.71586,222.62074
14.02285,0.97178,1.36792,1960.18791,222.67241
12.66965,0.97399,1.38305,1782.3456,223.98598
12.92643,0.97383,1.53934,1716.37892,223.60702
20.72524,0.96106,2.36886,2811.03401,221.8419
18.93453,0.9521,1.77873,3135.72678,222.70575
20.60513,0.95158,1.70212,3268.88359,222.18032
27.06559,0.9541,2.91134,3647.44031,222.00663
89.93456,0.86509,10.51667,11668.87063,220.49159
76.40107,0.93667,8.645,9003.84768,220.34929
131.56488,0.90461,16.03333,14643.26321,219.55877
45.61301,0.95574,5.50894,5277.99236,219.79144
123.50056,0.90428,15.19036,13847.96542,218.87499
68.69246,0.94379,8.60808,7806.64902,219.90306
176.71602,0.8154,21.00098,20931.68571,220.21511
183.99815,0.77972,22.12195,22000.59389,219.93882
196.31097,0.82807,23.99384,22322.52156,219.38017
11.24699,0.9823,1.25509,1428.4605,219.84321
56.73576,0.91145,6.21072,7504.98751,220.42391
22.40309,0.96138,2.74189,2968.58274,221.97735
39.89484,0.91939,3.94664,5718.51085,223.42995
9.80815,0.98364,0.87681,1352.20711,223.01314
20.61468,0.95838,2.12191,3122.52685,224.19432
8.81074,0.97608,1.06559,1331.502,222.63077
17.42922,0.95621,1.8752,2718.33282,222.75951
20.52685,0.95378,2.43031,2934.11804,222.92482
7.24568,0.98329,0.85417,1043.33671,222.55164
23.75236,0.93655,2.66316,3735.80189,223.25346
16.28053,0.9537,1.71386,2552.4341,223.66763
12.01061,0.98313,1.20827,1566.46165,223.09818
20.87714,0.958,1.51567,3247.02085,221.11739
14.96342,0.97383,1.47333,1829.91139,221.29417
17.34751,0.97524,1.86195,2168.638,219.87617
25.85958,0.96136,3.07983,3250.62529,218.94489
28.29918,0.97389,3.41483,3229.33865,218.15463
8.78604,0.99255,0.96608,1012.67953,219.19782
1.08535,0.99793,0.32195,156.89579,219.62335
8.12321,0.98528,0.51745,1536.38604,220.32035
5.83737,0.98724,0.60898,843.53843,221.53619
6.33573,0.99095,0.91987,800.29031,219.80013
11.51137,0.99308,1.45519,1303.37948,220.56202
14.33124,0.97219,1.69252,1928.96015,220.2967
28.35137,0.96165,3.25819,3594.70645,220.9626
22.88155,0.96475,2.61455,2970.73331,221.30581
13.31438,0.98265,1.41845,1709.61986,223.38702
8.807,0.98112,1.14986,1249.41673,223.6964
23.07269,0.96027,2.40533,3148.66335,224.01829
8.94331,0.98869,0.87405,1136.75657,223.28866
13.9384,0.96961,1.39297,1881.42726,223.42616
16.83318,0.9434,2.00045,2734.88484,222.52279
18.35054,0.95453,2.04139,2683.78593,223.53211
11.04773,0.9787,0.9885,1748.00167,223.80811
22.48489,0.9441,2.51347,3327.74006,222.47504
15.27965,0.96881,1.72089,2088.36315,221.04926
19.56245,0.9609,1.47705,3019.42925,222.30183
25.37375,0.93939,2.76283,3695.29138,221.96002
22.67347,0.96488,2.33737,2909.66582,220.78168
5.72457,0.98628,0.56269,708.22008,219.22144
6.70595,0.98581,0.88039,881.94768,219.0295
18.65064,0.97464,2.04055,2338.66235,218.96207
5.56071,0.98575,0.58073,802.35316,220.06407
27.97312,0.96297,3.16308,3801.41201,220.7076
26.28606,0.97279,3.164,3181.73997,221.70464
4.87225,0.99495,0.59536,597.13446,221.14923
26.87117,0.96614,3.35648,3367.30688,219.43428
24.7239,0.95419,2.60906,3227.01799,219.57182
8.17496,0.98549,1.00577,1050.67731,220.34014
19.8563,0.96156,2.18325,2674.63485,221.99007
31.96562,0.93435,3.27227,4530.62789,221.83226
10.33862,0.98051,1.10742,1427.17671,222.08628
11.16016,0.97693,1.46444,1582.81069,221.74149
8.88714,0.98843,1.06053,1139.68074,223.11795
13.96016,0.97651,1.466,2122.99787,222.5522
12.5163,0.98363,1.30152,1617.89525,222.17941
15.50093,0.96631,1.80084,2079.02558,222.57792
9.02481,0.98355,0.91363,1191.17469,223.6084
